,Gmt time,Open,High,Low,Close,Volume,avg_price_in_interval
0,07.04.2021 13:30:00.000,126.042,126.043,125.783,125.843,1544999.9687999992,125.91300000000001
1,07.04.2021 13:30:10.000,125.852,125.923,125.822,125.922,934999.9807999996,125.8725
2,07.04.2021 13:30:20.000,125.913,125.923,125.762,125.773,999999.9795999996,125.8425
3,07.04.2021 13:30:30.000,125.763,125.812,125.732,125.783,1002499.9797999994,125.77199999999999
4,07.04.2021 13:30:40.000,125.763,125.783,125.692,125.722,1139999.9767999996,125.7375
5,07.04.2021 13:30:50.000,125.722,125.803,125.703,125.782,1097499.9777999995,125.753
6,07.04.2021 13:31:00.000,125.772,125.893,125.752,125.893,1122499.9769999995,125.82249999999999
7,07.04.2021 13:31:10.000,125.903,126.083,125.902,126.053,1067499.9781999993,125.9925
8,07.04.2021 13:31:20.000,126.052,126.113,126.023,126.072,1184999.975999999,126.068
9,07.04.2021 13:31:30.000,126.082,126.112,126.022,126.082,1249999.9747999995,126.06700000000001
10,07.04.2021 13:31:40.000,126.083,126.112,125.953,125.963,982499.9801999994,126.0325
11,07.04.2021 13:31:50.000,125.972,125.973,125.942,125.952,782499.9841999996,125.9575
12,07.04.2021 13:32:00.000,125.943,125.943,125.722,125.853,1159999.976399999,125.8325
13,07.04.2021 13:32:10.000,125.853,125.863,125.722,125.762,1022499.9793999996,125.79249999999999
14,07.04.2021 13:32:20.000,125.763,125.803,125.743,125.752,849999.9823999996,125.773
15,07.04.2021 13:32:30.000,125.752,125.813,125.723,125.802,834999.9827999996,125.768
16,07.04.2021 13:32:40.000,125.772,125.773,125.612,125.632,849999.9827999995,125.6925
17,07.04.2021 13:32:50.000,125.632,125.703,125.613,125.633,872499.9821999996,125.658
18,07.04.2021 13:33:00.000,125.633,125.663,125.542,125.542,772499.9841999996,125.60249999999999
19,07.04.2021 13:33:10.000,125.552,125.582,125.472,125.492,959999.9803999997,125.52699999999999
20,07.04.2021 13:33:20.000,125.513,125.572,125.472,125.472,874999.9819999997,125.52199999999999
