,Gmt time,Open,High,Low,Close,Volume,avg_price_in_interval
0,24.05.2021 13:30:00.000,126.014,126.214,126.013,126.134,1447499.9705999994,126.1135
1,24.05.2021 13:30:10.000,126.113,126.113,125.974,126.034,727499.9849999996,126.0435
2,24.05.2021 13:30:20.000,126.034,126.214,126.034,126.184,1097499.9777999995,126.124
3,24.05.2021 13:30:30.000,126.184,126.234,126.154,126.214,1332499.9729999995,126.19399999999999
4,24.05.2021 13:30:40.000,126.224,126.234,126.083,126.113,1004999.9795999996,126.1585
5,24.05.2021 13:30:50.000,126.114,126.154,126.024,126.073,1064999.9783999994,126.089
6,24.05.2021 13:31:00.000,126.064,126.064,125.953,126.023,1389999.9719999994,126.0085
7,24.05.2021 13:31:10.000,126.023,126.054,125.993,126.033,864999.9823999996,126.0235
8,24.05.2021 13:31:20.000,126.043,126.124,126.023,126.073,892499.9817999996,126.0735
9,24.05.2021 13:31:30.000,126.054,126.094,125.994,125.994,987499.9797999996,126.044
10,24.05.2021 13:31:40.000,125.994,126.044,125.984,126.024,662499.9865999996,126.014
11,24.05.2021 13:31:50.000,126.014,126.154,125.983,126.154,1022499.9793999996,126.0685
12,24.05.2021 13:32:00.000,126.134,126.234,126.103,126.104,1359999.9723999994,126.1685
13,24.05.2021 13:32:10.000,126.103,126.264,126.103,126.264,1197499.9757999997,126.1835
14,24.05.2021 13:32:20.000,126.254,126.324,126.213,126.323,1029999.9791999994,126.26849999999999
15,24.05.2021 13:32:30.000,126.314,126.344,126.274,126.343,652499.9865999997,126.309
16,24.05.2021 13:32:40.000,126.334,126.344,126.273,126.273,844999.9827999995,126.3085
17,24.05.2021 13:32:50.000,126.264,126.293,126.193,126.243,899999.9815999997,126.243
18,24.05.2021 13:33:00.000,126.263,126.354,126.263,126.334,924999.9811999996,126.30850000000001
19,24.05.2021 13:33:10.000,126.344,126.383,126.333,126.333,609999.9875999998,126.358
20,24.05.2021 13:33:20.000,126.323,126.334,126.283,126.323,714999.9855999997,126.30850000000001
21,24.05.2021 13:33:30.000,126.324,126.324,126.273,126.304,707499.9857999997,126.29849999999999
22,24.05.2021 13:33:40.000,126.314,126.404,126.303,126.393,724999.9851999996,126.3535
23,24.05.2021 13:33:50.000,126.384,126.393,126.324,126.363,822499.9833999996,126.35849999999999
24,24.05.2021 13:34:00.000,126.364,126.414,126.323,126.333,1012499.9793999996,126.3685
25,24.05.2021 13:34:10.000,126.323,126.354,126.243,126.333,1059999.9783999997,126.29849999999999
26,24.05.2021 13:34:20.000,126.333,126.403,126.324,126.343,874999.9823999995,126.3635
27,24.05.2021 13:34:30.000,126.324,126.354,126.273,126.324,552499.9885999997,126.3135
28,24.05.2021 13:34:40.000,126.314,126.364,126.303,126.343,502499.98979999975,126.3335
29,24.05.2021 13:34:50.000,126.363,126.423,126.314,126.423,834999.9831999996,126.3685
30,24.05.2021 13:35:00.000,126.414,126.504,126.394,126.503,984999.9799999996,126.44900000000001
31,24.05.2021 13:35:10.000,126.504,126.554,126.483,126.533,842499.9829999997,126.5185
32,24.05.2021 13:35:20.000,126.544,126.544,126.443,126.443,789999.9839999996,126.4935
33,24.05.2021 13:35:30.000,126.453,126.513,126.423,126.513,829999.9831999996,126.468
34,24.05.2021 13:35:40.000,126.524,126.534,126.484,126.504,702499.9857999996,126.509
35,24.05.2021 13:35:50.000,126.494,126.564,126.483,126.543,422499.99139999977,126.5235
36,24.05.2021 13:36:00.000,126.554,126.734,126.553,126.714,917499.9813999996,126.64349999999999
37,24.05.2021 13:36:10.000,126.724,126.734,126.684,126.723,887499.9821999995,126.709
38,24.05.2021 13:36:20.000,126.713,126.713,126.624,126.683,774999.9843999996,126.6685
39,24.05.2021 13:36:30.000,126.683,126.703,126.633,126.653,874999.9823999994,126.668
40,24.05.2021 13:36:40.000,126.644,126.694,126.633,126.694,789999.9839999997,126.6635
41,24.05.2021 13:36:50.000,126.694,126.734,126.683,126.733,582499.9881999997,126.7085
42,24.05.2021 13:37:00.000,126.753,126.873,126.743,126.823,1182499.9761999997,126.80799999999999
43,24.05.2021 13:37:10.000,126.824,126.874,126.793,126.874,557499.9885999997,126.8335
44,24.05.2021 13:37:20.000,126.883,126.883,126.834,126.844,594999.9879999997,126.85849999999999
45,24.05.2021 13:37:30.000,126.843,126.894,126.804,126.804,664999.9863999996,126.849
46,24.05.2021 13:37:40.000,126.813,126.844,126.764,126.804,854999.9827999995,126.804
47,24.05.2021 13:37:50.000,126.803,126.824,126.793,126.814,529999.9891999997,126.80850000000001
48,24.05.2021 13:38:00.000,126.824,126.854,126.803,126.823,817499.9833999996,126.82849999999999
49,24.05.2021 13:38:10.000,126.834,126.874,126.814,126.844,914999.9815999996,126.844
50,24.05.2021 13:38:20.000,126.833,126.833,126.764,126.774,727499.9853999997,126.79849999999999
51,24.05.2021 13:38:30.000,126.774,126.774,126.714,126.753,729999.9851999998,126.744
52,24.05.2021 13:38:40.000,126.763,126.784,126.743,126.784,574999.9883999997,126.7635
53,24.05.2021 13:38:50.000,126.784,126.824,126.783,126.794,769999.9843999996,126.8035
54,24.05.2021 13:39:00.000,126.804,126.863,126.803,126.854,822499.9833999996,126.833
55,24.05.2021 13:39:10.000,126.854,126.883,126.783,126.803,1164999.976399999,126.833
56,24.05.2021 13:39:20.000,126.793,126.804,126.744,126.763,652499.9865999996,126.774
57,24.05.2021 13:39:30.000,126.774,126.774,126.734,126.744,589999.9879999997,126.75399999999999
58,24.05.2021 13:39:40.000,126.733,126.773,126.713,126.744,709999.9855999995,126.743
59,24.05.2021 13:39:50.000,126.733,126.754,126.723,126.733,534999.9891999997,126.7385
60,24.05.2021 13:40:00.000,126.744,126.933,126.733,126.894,1502499.9697999991,126.833
61,24.05.2021 13:40:10.000,126.884,126.934,126.824,126.884,1367499.9725999993,126.87899999999999
62,24.05.2021 13:40:20.000,126.884,126.944,126.884,126.903,742499.9849999996,126.914
63,24.05.2021 13:40:30.000,126.913,126.974,126.903,126.974,864999.9823999997,126.9385
64,24.05.2021 13:40:40.000,126.964,126.964,126.903,126.913,1059999.9783999997,126.93350000000001
65,24.05.2021 13:40:50.000,126.904,126.953,126.893,126.934,669999.9863999997,126.923
66,24.05.2021 13:41:00.000,126.934,127.034,126.904,126.924,724999.9851999995,126.969
67,24.05.2021 13:41:10.000,126.934,126.974,126.923,126.974,707499.9857999997,126.9485
68,24.05.2021 13:41:20.000,126.963,127.014,126.963,126.983,782499.9841999996,126.98849999999999
69,24.05.2021 13:41:30.000,126.984,127.014,126.964,127.013,414999.9915999998,126.989
70,24.05.2021 13:41:40.000,127.023,127.044,126.953,126.973,682499.9861999996,126.9985
71,24.05.2021 13:41:50.000,127.003,127.033,126.984,127.023,459999.9907999997,127.0085
72,24.05.2021 13:42:00.000,127.013,127.044,126.983,127.003,994999.9799999992,127.0135
73,24.05.2021 13:42:10.000,127.004,127.004,126.963,126.963,784999.9839999997,126.98349999999999
74,24.05.2021 13:42:20.000,126.973,126.973,126.923,126.934,662499.9865999996,126.94800000000001
75,24.05.2021 13:42:30.000,126.934,126.934,126.883,126.894,602499.9877999997,126.9085
76,24.05.2021 13:42:40.000,126.904,126.904,126.873,126.874,654999.9867999996,126.8885
77,24.05.2021 13:42:50.000,126.863,126.894,126.833,126.863,389999.9919999998,126.8635
78,24.05.2021 13:43:00.000,126.854,126.874,126.813,126.813,614999.9875999996,126.8435
79,24.05.2021 13:43:10.000,126.814,126.874,126.804,126.863,469999.9903999997,126.839
80,24.05.2021 13:43:20.000,126.883,126.884,126.853,126.853,439999.99119999976,126.8685
81,24.05.2021 13:43:30.000,126.854,126.874,126.853,126.863,262499.9945999999,126.86349999999999
82,24.05.2021 13:43:40.000,126.854,126.884,126.824,126.884,347499.99299999984,126.854
83,24.05.2021 13:43:50.000,126.883,126.934,126.883,126.924,407499.9917999998,126.9085
84,24.05.2021 13:44:00.000,126.913,126.984,126.893,126.963,554999.9887999998,126.9385
85,24.05.2021 13:44:10.000,126.943,126.983,126.924,126.954,747499.9845999997,126.9535
86,24.05.2021 13:44:20.000,126.954,126.954,126.853,126.863,769999.9843999996,126.9035
87,24.05.2021 13:44:30.000,126.873,126.874,126.833,126.844,562499.9885999997,126.8535
88,24.05.2021 13:44:40.000,126.833,126.844,126.813,126.813,407499.9917999998,126.82849999999999
89,24.05.2021 13:44:50.000,126.804,126.884,126.803,126.874,634999.9871999997,126.8435
90,24.05.2021 13:45:00.000,126.883,126.944,126.883,126.884,762499.9845999997,126.9135
91,24.05.2021 13:45:10.000,126.893,126.904,126.823,126.833,917499.9813999996,126.86349999999999
92,24.05.2021 13:45:20.000,126.834,126.864,126.823,126.834,949999.9807999996,126.8435
93,24.05.2021 13:45:30.000,126.834,126.844,126.823,126.843,387499.9921999998,126.83349999999999
94,24.05.2021 13:45:40.000,126.834,126.884,126.833,126.874,367499.9925999998,126.85849999999999
95,24.05.2021 13:45:50.000,126.884,126.913,126.873,126.883,347499.99299999984,126.893
96,24.05.2021 13:46:00.000,126.894,126.924,126.893,126.893,574999.9883999997,126.9085
97,24.05.2021 13:46:10.000,126.873,126.894,126.863,126.873,562499.9885999997,126.8785
98,24.05.2021 13:46:20.000,126.863,126.864,126.753,126.763,729999.9851999995,126.80850000000001
99,24.05.2021 13:46:30.000,126.774,126.794,126.744,126.773,922499.9813999996,126.769
100,24.05.2021 13:46:40.000,126.784,126.814,126.764,126.783,447499.99099999975,126.78899999999999
101,24.05.2021 13:46:50.000,126.774,126.794,126.733,126.734,682499.9861999996,126.7635
102,24.05.2021 13:47:00.000,126.744,126.784,126.703,126.774,434999.99119999976,126.74350000000001
103,24.05.2021 13:47:10.000,126.773,126.793,126.743,126.793,819999.9835999995,126.768
104,24.05.2021 13:47:20.000,126.804,126.823,126.754,126.773,614999.9875999996,126.7885
105,24.05.2021 13:47:30.000,126.764,126.774,126.693,126.704,837499.9829999997,126.73349999999999
106,24.05.2021 13:47:40.000,126.694,126.723,126.693,126.714,554999.9887999997,126.708
107,24.05.2021 13:47:50.000,126.703,126.723,126.663,126.664,447499.99099999975,126.693
108,24.05.2021 13:48:00.000,126.653,126.714,126.644,126.714,947499.9809999994,126.679
109,24.05.2021 13:48:10.000,126.714,126.734,126.633,126.633,457499.9905999997,126.6835
