,Gmt time,Open,High,Low,Close,Volume,avg_price_in_interval
0,01.04.2021 13:30:00.000,123.652,123.773,123.652,123.672,1057499.9782,123.7125
1,01.04.2021 13:30:10.000,123.672,123.703,123.583,123.703,1184999.9756000012,123.643
2,01.04.2021 13:30:20.000,123.703,123.703,123.603,123.663,907499.9814999996,123.65299999999999
3,01.04.2021 13:30:30.000,123.702,123.702,123.542,123.562,922499.9812999996,123.622
4,01.04.2021 13:30:40.000,123.562,123.673,123.542,123.662,772499.9842999997,123.6075
5,01.04.2021 13:30:50.000,123.673,123.803,123.612,123.783,1132499.9772000003,123.7075
6,01.04.2021 13:31:00.000,123.802,123.833,123.703,123.823,899999.9817999996,123.768
7,01.04.2021 13:31:10.000,123.823,123.873,123.783,123.823,772499.9842999995,123.828
8,01.04.2021 13:31:20.000,123.802,123.832,123.672,123.722,914999.9814999996,123.752
9,01.04.2021 13:31:30.000,123.722,123.723,123.582,123.612,839999.9827999999,123.6525
10,01.04.2021 13:31:40.000,123.613,123.643,123.492,123.552,1049999.9788,123.5675
11,01.04.2021 13:31:50.000,123.542,123.582,123.382,123.392,667499.9863999997,123.482
12,01.04.2021 13:32:00.000,123.392,123.392,123.282,123.352,1034999.9788,123.33699999999999
13,01.04.2021 13:32:10.000,123.362,123.402,123.302,123.393,1154999.9765000008,123.352
14,01.04.2021 13:32:20.000,123.402,123.463,123.373,123.462,1019999.9791999996,123.418
15,01.04.2021 13:32:30.000,123.443,123.443,123.352,123.422,719999.9853999997,123.39750000000001
16,01.04.2021 13:32:40.000,123.432,123.573,123.432,123.573,712499.9853999997,123.5025
17,01.04.2021 13:32:50.000,123.563,123.603,123.502,123.502,944999.9806999996,123.5525
18,01.04.2021 13:33:00.000,123.503,123.533,123.402,123.412,802499.9835999997,123.4675
19,01.04.2021 13:33:10.000,123.402,123.523,123.382,123.463,734999.9848999996,123.4525
20,01.04.2021 13:33:20.000,123.462,123.563,123.442,123.562,764999.9842999998,123.5025
21,01.04.2021 13:33:30.000,123.573,123.692,123.562,123.672,1087499.9779,123.627
22,01.04.2021 13:33:40.000,123.672,123.803,123.643,123.793,1124999.9771000005,123.723
23,01.04.2021 13:33:50.000,123.783,123.802,123.652,123.652,667499.9863999996,123.727
24,01.04.2021 13:34:00.000,123.653,123.663,123.483,123.483,892499.9817999996,123.57300000000001
25,01.04.2021 13:34:10.000,123.463,123.583,123.452,123.523,667499.9860999996,123.5175
26,01.04.2021 13:34:20.000,123.512,123.552,123.462,123.493,839999.9828999997,123.507
27,01.04.2021 13:34:30.000,123.493,123.493,123.362,123.362,652499.9865999997,123.4275
28,01.04.2021 13:34:40.000,123.363,123.463,123.362,123.443,712499.9853999995,123.4125
29,01.04.2021 13:34:50.000,123.442,123.493,123.412,123.412,532499.9890999998,123.4525
30,01.04.2021 13:35:00.000,123.402,123.432,123.282,123.422,944999.9805999998,123.357
31,01.04.2021 13:35:10.000,123.432,123.473,123.353,123.362,659999.9864999998,123.413
32,01.04.2021 13:35:20.000,123.343,123.422,123.313,123.422,652499.9865999997,123.3675
33,01.04.2021 13:35:30.000,123.413,123.512,123.402,123.473,644999.9869999996,123.457
34,01.04.2021 13:35:40.000,123.463,123.523,123.412,123.512,464999.9904999997,123.4675
35,01.04.2021 13:35:50.000,123.523,123.532,123.462,123.512,404999.9915999998,123.497
36,01.04.2021 13:36:00.000,123.522,123.593,123.522,123.543,697499.9855999998,123.5575
37,01.04.2021 13:36:10.000,123.532,123.542,123.412,123.423,644999.9868999997,123.477
38,01.04.2021 13:36:20.000,123.412,123.443,123.382,123.382,719999.9853999997,123.4125
39,01.04.2021 13:36:30.000,123.372,123.523,123.372,123.523,554999.9887999997,123.44749999999999
40,01.04.2021 13:36:40.000,123.522,123.663,123.522,123.623,974999.9801999996,123.5925
41,01.04.2021 13:36:50.000,123.612,123.693,123.603,123.643,584999.9880999997,123.648
42,01.04.2021 13:37:00.000,123.632,123.702,123.613,123.693,862499.9826999995,123.6575
43,01.04.2021 13:37:10.000,123.683,123.713,123.662,123.663,359999.9926999998,123.6875
44,01.04.2021 13:37:20.000,123.662,123.723,123.613,123.652,772499.9841999997,123.668
45,01.04.2021 13:37:30.000,123.633,123.693,123.612,123.682,464999.9904999997,123.6525
46,01.04.2021 13:37:40.000,123.692,123.733,123.682,123.682,659999.9865999997,123.70750000000001
