,Gmt time,Open,High,Low,Close,Volume,avg_price_in_interval
0,07.05.2021 13:30:00.000,130.914,131.014,130.594,130.594,1937499.9605999992,130.804
1,07.05.2021 13:30:10.000,130.613,130.803,130.573,130.573,1382499.9714000002,130.688
2,07.05.2021 13:30:20.000,130.584,130.584,130.174,130.194,1424999.9707999995,130.37900000000002
3,07.05.2021 13:30:30.000,130.204,130.333,130.124,130.173,1569999.9679999996,130.2285
4,07.05.2021 13:30:40.000,130.173,130.323,130.133,130.304,1594999.9675999994,130.228
5,07.05.2021 13:30:50.000,130.304,130.304,130.073,130.104,1812499.963399999,130.1885
6,07.05.2021 13:31:00.000,130.093,130.223,130.093,130.204,1529999.9687999992,130.15800000000002
7,07.05.2021 13:31:10.000,130.204,130.314,130.173,130.254,1472499.9697999996,130.24349999999998
8,07.05.2021 13:31:20.000,130.254,130.254,130.043,130.043,1304999.9735999992,130.1485
9,07.05.2021 13:31:30.000,130.084,130.144,129.994,130.034,1599999.9671999996,130.06900000000002
10,07.05.2021 13:31:40.000,130.034,130.124,129.984,130.064,1362499.9725999993,130.054
11,07.05.2021 13:31:50.000,130.063,130.113,129.913,129.913,1482499.9697999994,130.013
12,07.05.2021 13:32:00.000,129.914,129.984,129.853,129.963,1632499.9665999997,129.9185
13,07.05.2021 13:32:10.000,129.974,130.034,129.953,130.014,1512499.9693999994,129.99349999999998
14,07.05.2021 13:32:20.000,129.994,130.054,129.953,129.973,1392499.9713999997,130.0035
15,07.05.2021 13:32:30.000,129.963,130.134,129.934,130.124,1332499.9729999995,130.034
16,07.05.2021 13:32:40.000,130.113,130.114,129.984,130.113,1289999.9735999997,130.049
17,07.05.2021 13:32:50.000,130.103,130.183,130.023,130.024,1522499.968999999,130.103
18,07.05.2021 13:33:00.000,130.034,130.194,129.994,130.104,1819999.963199999,130.094
19,07.05.2021 13:33:10.000,130.114,130.193,130.033,130.184,1377499.9717999997,130.113
20,07.05.2021 13:33:20.000,130.173,130.194,130.074,130.083,1242499.9745999996,130.13400000000001
21,07.05.2021 13:33:30.000,130.094,130.153,130.053,130.134,1062499.978599999,130.103
22,07.05.2021 13:33:40.000,130.113,130.134,130.063,130.073,709999.9855999998,130.0985
