timestamp,Open,High,Low,Close,Volume,time_indicator,avg_price_in_interval
2019-10-29 00:00:00,9204.45,9208.98,9188.8,9201.74,102.912482,0.0,9198.89
2019-10-29 00:01:00,9202.0,9220.0,9202.0,9214.07,80.719776,0.0006944444444444445,9211.0
2019-10-29 00:02:00,9214.07,9220.0,9204.77,9207.51,53.830828,0.001388888888888889,9212.385
2019-10-29 00:03:00,9205.04,9240.0,9204.96,9240.0,77.305713,0.0020833333333333333,9222.48
2019-10-29 00:04:00,9240.0,9246.4,9229.6,9245.09,80.660364,0.002777777777777778,9238.0
2019-10-29 00:05:00,9245.09,9246.35,9226.3,9239.9,48.189827,0.003472222222222222,9236.325
2019-10-29 00:06:00,9239.9,9248.99,9239.11,9245.9,39.290502,0.004166666666666667,9244.05
2019-10-29 00:07:00,9245.9,9246.56,9233.0,9233.0,43.424994,0.004861111111111111,9239.779999999999
2019-10-29 00:08:00,9233.58,9238.87,9229.33,9230.32,27.702595,0.005555555555555556,9234.1
2019-10-29 00:09:00,9230.28,9230.32,9216.85,9222.7,66.317574,0.00625,9223.585
2019-10-29 00:10:00,9224.87,9234.99,9222.55,9234.62,19.067782,0.006944444444444444,9228.77
2019-10-29 00:11:00,9235.0,9236.29,9218.63,9218.84,28.102113,0.007638888888888889,9227.46
2019-10-29 00:12:00,9219.91,9227.0,9218.85,9225.31,24.992343,0.008333333333333333,9222.925
2019-10-29 00:13:00,9224.56,9231.34,9223.28,9230.33,37.089831,0.009027777777777777,9227.310000000001
2019-10-29 00:14:00,9229.28,9232.94,9227.8,9230.49,30.394047,0.009722222222222222,9230.369999999999
2019-10-29 00:15:00,9229.45,9237.01,9229.1,9237.0,23.783321,0.010416666666666666,9233.055
2019-10-29 00:16:00,9237.64,9256.9,9235.11,9254.51,70.180035,0.011111111111111112,9246.005000000001
2019-10-29 00:17:00,9254.51,9255.82,9244.01,9250.08,48.479901,0.011805555555555555,9249.915
2019-10-29 00:18:00,9248.74,9254.32,9245.44,9248.95,31.049073,0.0125,9249.880000000001
2019-10-29 00:19:00,9247.72,9248.7,9236.67,9236.67,29.231263,0.013194444444444444,9242.685000000001
2019-10-29 00:20:00,9238.37,9240.03,9236.72,9240.02,19.751706,0.013888888888888888,9238.375
2019-10-29 00:21:00,9240.61,9248.7,9238.7,9240.98,56.592601,0.014583333333333334,9243.7
2019-10-29 00:22:00,9241.17,9254.16,9240.05,9253.7,29.998715,0.015277777777777777,9247.105
2019-10-29 00:23:00,9254.16,9254.98,9247.27,9250.84,32.515084,0.01597222222222222,9251.125
2019-10-29 00:24:00,9250.85,9261.0,9250.84,9256.35,40.379512,0.016666666666666666,9255.92
2019-10-29 00:25:00,9257.25,9270.0,9256.16,9268.18,21.186058,0.017361111111111112,9263.08
2019-10-29 00:26:00,9268.18,9268.94,9255.61,9258.13,50.646159,0.018055555555555554,9262.275000000001
2019-10-29 00:27:00,9257.4,9269.91,9255.86,9267.13,41.461986,0.01875,9262.885
2019-10-29 00:28:00,9266.69,9267.26,9257.22,9260.44,64.274846,0.019444444444444445,9262.24
2019-10-29 00:29:00,9262.4,9270.7,9258.21,9266.82,38.993609,0.02013888888888889,9264.455
2019-10-29 00:30:00,9264.85,9274.99,9262.96,9274.5,28.033011,0.020833333333333332,9268.974999999999
2019-10-29 00:31:00,9271.97,9274.88,9270.86,9271.91,16.782313,0.021527777777777778,9272.869999999999
2019-10-29 00:32:00,9272.04,9279.09,9271.16,9278.57,38.822435,0.022222222222222223,9275.125
2019-10-29 00:33:00,9278.93,9287.17,9278.06,9285.7,25.954086,0.022916666666666665,9282.615
2019-10-29 00:34:00,9285.81,9288.0,9277.09,9278.74,37.615942,0.02361111111111111,9282.545
2019-10-29 00:35:00,9278.97,9278.97,9256.69,9258.48,94.703756,0.024305555555555556,9267.83
2019-10-29 00:36:00,9257.55,9263.25,9247.48,9248.74,41.539983,0.025,9255.365
2019-10-29 00:37:00,9248.65,9256.86,9245.01,9254.0,24.034902,0.025694444444444443,9250.935000000001
2019-10-29 00:38:00,9253.97,9255.64,9246.24,9247.33,19.134775,0.02638888888888889,9250.939999999999
2019-10-29 00:39:00,9248.04,9256.64,9245.75,9256.64,32.289927,0.027083333333333334,9251.195
2019-10-29 00:40:00,9255.32,9258.98,9240.0,9240.86,23.682261,0.027777777777777776,9249.49
2019-10-29 00:41:00,9241.46,9254.57,9236.25,9254.06,15.913205,0.02847222222222222,9245.41
2019-10-29 00:42:00,9254.06,9254.06,9244.2,9249.95,13.584296,0.029166666666666667,9249.130000000001
2019-10-29 00:43:00,9249.95,9260.0,9249.18,9250.33,20.757703,0.029861111111111113,9254.59
2019-10-29 00:44:00,9250.28,9253.75,9244.96,9251.42,11.111712,0.030555555555555555,9249.355
2019-10-29 00:45:00,9251.45,9265.56,9251.45,9257.32,27.016139,0.03125,9258.505000000001
2019-10-29 00:46:00,9257.26,9265.27,9256.32,9265.27,16.542997,0.03194444444444444,9260.795
2019-10-29 00:47:00,9265.27,9276.37,9265.27,9276.37,28.856998,0.03263888888888889,9270.82
2019-10-29 00:48:00,9276.36,9278.29,9270.04,9272.1,25.095454,0.03333333333333333,9274.165
2019-10-29 00:49:00,9272.45,9272.45,9261.89,9262.66,17.562607,0.034027777777777775,9267.17
2019-10-29 00:50:00,9261.34,9268.11,9255.01,9265.73,21.820357,0.034722222222222224,9261.560000000001
2019-10-29 00:51:00,9267.02,9272.01,9265.1,9268.23,14.177393,0.035416666666666666,9268.555
2019-10-29 00:52:00,9268.03,9269.72,9263.69,9267.31,23.225899,0.03611111111111111,9266.705
2019-10-29 00:53:00,9267.33,9267.48,9256.68,9257.1,26.500321,0.03680555555555556,9262.08
2019-10-29 00:54:00,9259.56,9261.85,9252.83,9261.85,12.185954,0.0375,9257.34
2019-10-29 00:55:00,9261.83,9268.6,9259.56,9259.58,9.682444,0.03819444444444445,9264.08
2019-10-29 00:56:00,9259.58,9264.44,9256.1,9258.55,9.494854,0.03888888888888889,9260.27
2019-10-29 00:57:00,9257.57,9268.91,9257.23,9267.49,9.077506,0.03958333333333333,9263.07
2019-10-29 00:58:00,9267.49,9274.92,9267.49,9274.57,27.892293,0.04027777777777778,9271.205
2019-10-29 00:59:00,9273.03,9274.78,9264.66,9267.91,23.800283,0.04097222222222222,9269.720000000001
2019-10-29 01:00:00,9267.84,9271.42,9262.81,9269.46,18.095023,0.041666666666666664,9267.115
2019-10-29 01:01:00,9268.44,9269.5,9262.06,9263.76,11.026694,0.04236111111111111,9265.779999999999
2019-10-29 01:02:00,9264.97,9264.99,9258.63,9263.48,25.620044,0.043055555555555555,9261.81
2019-10-29 01:03:00,9263.79,9263.96,9261.22,9263.92,9.88747,0.04375,9262.59
2019-10-29 01:04:00,9263.94,9263.94,9250.08,9253.85,18.292051,0.044444444444444446,9257.01
2019-10-29 01:05:00,9253.76,9253.76,9235.49,9237.37,41.863196,0.04513888888888889,9244.625
2019-10-29 01:06:00,9241.04,9247.18,9236.04,9240.62,24.465111,0.04583333333333333,9241.61
2019-10-29 01:07:00,9239.39,9246.14,9239.34,9246.14,28.405979,0.04652777777777778,9242.74
2019-10-29 01:08:00,9246.14,9248.13,9240.01,9245.69,27.68162,0.04722222222222222,9244.07
2019-10-29 01:09:00,9244.02,9251.48,9244.02,9247.92,23.116884,0.04791666666666667,9247.75
2019-10-29 01:10:00,9248.74,9249.57,9237.12,9239.3,20.933283,0.04861111111111111,9243.345000000001
2019-10-29 01:11:00,9238.41,9240.49,9233.92,9239.22,13.349242,0.049305555555555554,9237.205
2019-10-29 01:12:00,9237.4,9239.22,9232.0,9233.04,23.084302,0.05,9235.61
2019-10-29 01:13:00,9233.04,9236.06,9221.54,9232.65,72.150041,0.050694444444444445,9228.8
2019-10-29 01:14:00,9230.66,9238.11,9230.66,9235.87,15.953798,0.05138888888888889,9234.385
2019-10-29 01:15:00,9233.1,9238.61,9232.88,9237.83,11.969197,0.052083333333333336,9235.744999999999
2019-10-29 01:16:00,9237.21,9240.74,9234.46,9240.74,15.715821,0.05277777777777778,9237.599999999999
2019-10-29 01:17:00,9240.74,9250.17,9240.0,9241.89,38.391247,0.05347222222222222,9245.085
2019-10-29 01:18:00,9241.85,9249.96,9240.1,9245.63,12.014551,0.05416666666666667,9245.029999999999
2019-10-29 01:19:00,9245.0,9249.4,9240.11,9247.92,23.397361,0.05486111111111111,9244.755000000001
2019-10-29 01:20:00,9249.72,9250.0,9243.79,9246.07,13.046503,0.05555555555555555,9246.895
2019-10-29 01:21:00,9246.07,9250.75,9241.09,9244.0,19.940292,0.05625,9245.92
2019-10-29 01:22:00,9244.22,9246.59,9240.02,9243.97,19.58701,0.05694444444444444,9243.305
2019-10-29 01:23:00,9245.34,9246.8,9238.68,9238.68,10.44926,0.05763888888888889,9242.74
2019-10-29 01:24:00,9240.79,9241.02,9237.44,9239.91,6.872589,0.058333333333333334,9239.23
2019-10-29 01:25:00,9239.22,9249.38,9239.22,9246.76,9.641267,0.059027777777777776,9244.3
