,Gmt time,Open,High,Low,Close,Volume,avg_price_in_interval
0,21.04.2020 13:30:00.000,276.022,276.272,275.782,275.852,284999.9939999999,276.027
1,21.04.2020 13:30:10.000,275.883,276.192,275.882,276.043,197499.99579999995,276.03700000000003
2,21.04.2020 13:30:20.000,275.992,276.183,275.943,275.963,257499.9945999999,276.063
3,21.04.2020 13:30:30.000,275.982,275.993,275.902,275.992,739999.9847999997,275.9475
4,21.04.2020 13:30:40.000,275.963,276.152,275.912,276.032,324999.99279999983,276.032
5,21.04.2020 13:30:50.000,276.032,276.293,276.023,276.183,674999.9859999997,276.158
6,21.04.2020 13:31:00.000,276.202,276.303,276.122,276.223,679999.9855999998,276.2125
7,21.04.2020 13:31:10.000,276.233,276.233,276.082,276.082,557499.9881999997,276.1575
8,21.04.2020 13:31:20.000,276.042,276.403,276.023,276.402,829999.9823999999,276.213
9,21.04.2020 13:31:30.000,276.362,276.453,276.362,276.392,724999.9847999999,276.4075
10,21.04.2020 13:31:40.000,276.362,276.653,276.362,276.653,639999.9868,276.50750000000005
11,21.04.2020 13:31:50.000,276.652,276.933,276.612,276.782,787499.9833999998,276.77250000000004
12,21.04.2020 13:32:00.000,276.803,277.003,276.762,277.003,914999.9811999996,276.8825
13,21.04.2020 13:32:10.000,277.002,277.293,276.972,277.163,1084999.9771999998,277.1325
14,21.04.2020 13:32:20.000,277.163,277.213,276.623,276.853,769999.9839999997,276.918
15,21.04.2020 13:32:30.000,276.853,277.003,276.793,276.943,862499.9821999997,276.898
16,21.04.2020 13:32:40.000,276.943,277.003,276.612,276.612,789999.9832000001,276.8075
17,21.04.2020 13:32:50.000,276.673,276.683,276.472,276.652,842499.9825999996,276.5775
18,21.04.2020 13:33:00.000,276.652,276.652,276.412,276.603,919999.9808,276.532
19,21.04.2020 13:33:10.000,276.602,276.603,276.242,276.272,1177499.9753999996,276.4225
20,21.04.2020 13:33:20.000,276.312,276.312,275.943,275.983,1022499.9786,276.1275
21,21.04.2020 13:33:30.000,276.012,276.013,275.692,275.853,1114999.9767999996,275.85249999999996
22,21.04.2020 13:33:40.000,275.803,275.933,275.693,275.902,997499.9793999996,275.813
23,21.04.2020 13:33:50.000,275.873,276.012,275.743,275.963,914999.9807999996,275.8775
24,21.04.2020 13:34:00.000,275.942,276.253,275.923,275.983,1327499.9721999995,276.08799999999997
25,21.04.2020 13:34:10.000,275.983,276.083,275.732,275.733,1029999.9787999996,275.9075
26,21.04.2020 13:34:20.000,275.733,275.753,275.143,275.143,1102499.977,275.448
27,21.04.2020 13:34:30.000,275.172,275.392,275.103,275.182,1154999.9756000002,275.2475
28,21.04.2020 13:34:40.000,275.143,275.182,274.662,274.903,1297499.9729999998,274.922
29,21.04.2020 13:34:50.000,274.873,274.923,274.312,274.313,1014999.9788,274.6175
30,21.04.2020 13:35:00.000,274.212,274.492,274.203,274.413,1104999.9768,274.34749999999997
31,21.04.2020 13:35:10.000,274.413,274.483,274.112,274.153,1212499.975,274.2975
32,21.04.2020 13:35:20.000,274.103,274.163,273.972,274.133,1164999.9755999998,274.0675
33,21.04.2020 13:35:30.000,274.073,274.102,273.583,273.623,1114999.9763999998,273.8425
34,21.04.2020 13:35:40.000,273.623,273.673,273.332,273.642,1322499.9725999995,273.5025
35,21.04.2020 13:35:50.000,273.612,273.682,273.383,273.412,1262499.9737999996,273.5325
36,21.04.2020 13:36:00.000,273.412,273.503,273.312,273.492,1177499.9754,273.4075
37,21.04.2020 13:36:10.000,273.473,273.623,273.383,273.482,1124999.9764,273.503
38,21.04.2020 13:36:20.000,273.452,273.743,273.442,273.683,1042499.9782,273.5925
39,21.04.2020 13:36:30.000,273.693,273.722,273.453,273.633,1317499.9725999995,273.5875
40,21.04.2020 13:36:40.000,273.633,273.702,273.392,273.483,1054999.978,273.547
41,21.04.2020 13:36:50.000,273.483,273.483,273.083,273.092,1414999.9707999998,273.283
42,21.04.2020 13:37:00.000,273.102,273.293,272.952,273.203,1274999.9732,273.1225
43,21.04.2020 13:37:10.000,273.272,273.372,273.103,273.162,1052499.9778000002,273.2375
44,21.04.2020 13:37:20.000,273.162,273.202,272.993,273.202,1367499.9717999997,273.09749999999997
45,21.04.2020 13:37:30.000,273.202,273.203,272.852,272.983,1519999.9683999997,273.0275
46,21.04.2020 13:37:40.000,272.953,273.053,272.883,272.993,1539999.968,272.96799999999996
47,21.04.2020 13:37:50.000,273.013,273.103,272.902,272.903,1477499.9694,273.0025
